carat,cut,color,clarity,depth,table,price,x,y,z,cut_encoded,color_encoded,clarity_encoded,diamond_type,price_per_carat,retailer_margin_rate,revenue_per_carat,value_tier,cut_clarity_score,certification_body,retailer_type,days_on_market,log_price,log_carat,log_price_per_carat,log_revenue_per_carat,diamond_type_encoded
0.73,Very Good,E,VS1,62.1,60.0,3353,5.71,5.79,3.57,2,5,4,natural,4593.150684931507,0.4,2755.8904109589043,Mid,5.3571,GIA,Online,31,8.117908942383155,0.5481214085096876,8.432539183088029,7.921858660853611,1
1.32,Ideal,G,VS1,61.7,56.0,11584,7.04,7.07,4.35,4,3,4,natural,8775.757575757576,0.4,5265.454545454545,Premium,7.8571,IGI,Luxury,73,9.357466436866476,0.8415671856782186,9.079862321811621,8.569112653356324,1
1.5,Premium,I,VS1,60.8,61.0,9761,7.39,7.35,4.48,3,1,4,natural,6507.333333333333,0.4,3904.3999999999996,Premium,6.6071,AGS,Online,81,9.186252576447092,0.9162907318741551,8.780838686039777,8.270115489806397,1
0.5,Good,D,SI2,58.5,64.0,958,5.2,5.12,3.02,1,6,1,lab_grown,1916.0,0.73,517.32,Budget,1.9643,IGI,Online,13,6.8658910748834385,0.4054651081081644,7.558516743045645,6.250592812141702,0
0.51,Ideal,I,SI1,62.5,57.0,1122,5.1,5.07,3.18,4,1,2,lab_grown,2200.0,0.73,594.0,Mid,6.4286,GIA,Online,16,7.023758954738443,0.412109650826833,7.696667081526462,6.38856140554563,0
1.5,Very Good,E,SI1,61.4,59.0,11533,7.24,7.41,4.5,2,5,2,natural,7688.666666666667,0.4,4613.2,Premium,3.9286,GIA,Brick-and-Mortar,89,9.353054474175359,0.9162907318741551,8.947632715222976,8.436893784131508,1
0.9,Premium,G,I1,62.3,53.0,1939,6.16,6.12,3.82,3,3,0,lab_grown,2154.4444444444443,0.73,581.7,Mid,3.75,GIA,Online,18,7.570443252057374,0.6418538861723948,7.675752219994886,6.367672474149028,0
0.42,Very Good,G,VS1,59.4,59.0,921,4.86,4.9,2.9,2,3,4,lab_grown,2192.857142857143,0.73,592.0714285714287,Budget,5.3571,IGI,Brick-and-Mortar,11,6.826545223556594,0.35065687161316933,7.69341652607038,6.385314844646772,0
0.51,Premium,E,VVS2,61.0,61.0,2060,5.17,5.13,3.14,3,5,5,natural,4039.2156862745096,0.4,2423.529411764706,Mid,7.3214,GIA,Brick-and-Mortar,53,7.630946580890459,0.412109650826833,8.304053357221834,7.793392727535842,1
1.11,Premium,G,SI1,60.1,60.0,5281,6.73,6.68,4.03,3,3,2,natural,4757.657657657657,0.4,2854.594594594594,Premium,5.1786,GIA,Brick-and-Mortar,91,8.572060092857077,0.7466879474879752,8.467720902760895,7.957035364712448,1
1.01,Premium,H,SI2,59.4,59.0,3999,6.53,6.56,3.89,3,2,1,natural,3959.4059405940593,0.4,2375.6435643564355,Mid,4.4643,GIA,Brick-and-Mortar,54,8.294049640102028,0.6981347220709844,8.284101809245735,7.77344450422585,1
0.7,Very Good,G,VS1,62.8,58.0,2613,5.62,5.68,3.55,2,3,4,natural,3732.857142857143,0.4,2239.714285714286,Mid,5.3571,GIA,Online,56,7.868636894184167,0.5306282510621704,8.225197064895541,7.714549971569466,1
0.31,Premium,E,VS2,60.0,59.0,680,4.35,4.39,2.62,3,5,3,lab_grown,2193.548387096774,0.73,592.258064516129,Budget,5.8929,IGI,Online,16,6.523562306149512,0.27002713721306015,7.6937315581432495,6.3856294890138345,0
0.43,Very Good,I,VVS2,60.5,59.0,838,4.86,4.89,2.95,2,1,5,lab_grown,1948.8372093023256,0.73,526.186046511628,Budget,6.0714,IGI,Online,13,6.732210706467206,0.3576744442718159,7.575501165663878,6.267553515674963,0
0.43,Premium,G,VVS1,62.3,59.0,1264,4.83,4.77,2.99,3,3,6,lab_grown,2939.5348837209303,0.73,793.6744186046512,Mid,8.0357,IGI,Brick-and-Mortar,13,7.142827401161621,0.3576744442718159,7.986346777023295,6.677932494425069,0
0.91,Very Good,H,SI2,58.4,63.0,3408,6.29,6.24,3.66,2,2,1,natural,3745.0549450549447,0.4,2247.0329670329666,Mid,3.2143,GIA,Online,53,8.134174272137903,0.6471032420585385,8.22845855055662,7.717810875956303,1
0.34,Premium,J,VS2,62.3,60.0,536,4.49,4.46,2.79,3,0,3,lab_grown,1576.470588235294,0.73,425.6470588235294,Budget,5.8929,IGI,Online,11,6.285998094508865,0.29266961396282,7.363577949699746,6.055957111307197,0
0.71,Very Good,G,SI1,63.3,57.0,2482,5.65,5.6,3.56,2,3,2,lab_grown,3495.774647887324,0.73,943.8591549295776,Mid,3.9286,IGI,Online,16,7.817222785508166,0.5364933705145685,8.159596293433404,6.851035873983257,0
0.4,Ideal,I,VS1,60.9,56.0,826,4.76,4.8,2.91,4,1,4,lab_grown,2065.0,0.73,557.5500000000001,Budget,7.8571,GIA,Online,16,6.717804695023691,0.33647223662121295,7.633369649679584,6.325344140016857,0
1.06,Very Good,E,SI1,59.8,56.0,6169,6.63,6.67,3.98,2,5,2,natural,5819.811320754717,0.4,3491.88679245283,Premium,3.9286,GIA,Luxury,70,8.727454116899434,0.7227059828014898,8.669194933201434,8.158483834448479,1
1.65,Ideal,H,SI2,61.6,55.0,10349,7.58,7.62,4.68,4,2,1,natural,6272.121212121212,0.4,3763.272727272727,Premium,5.7143,GIA,Brick-and-Mortar,70,9.244741798693514,0.9745596399981308,8.744029310741434,8.233309954847867,1
1.11,Ideal,D,VS2,61.2,57.0,10443,6.69,6.71,4.1,4,6,3,natural,9408.108108108107,0.4,5644.864864864864,Premium,7.1429,GIA,Luxury,72,9.25378292981902,0.7466879474879752,9.14943344680239,8.638678673859065,1
1.1,Ideal,E,SI2,61.6,56.0,5359,6.66,6.63,4.09,4,5,1,natural,4871.818181818181,0.4,2923.0909090909086,Premium,5.7143,AGS,Brick-and-Mortar,83,8.586719254064848,0.7419373447293773,8.491427730802906,7.98073891104673,1
2.01,Premium,G,SI1,62.3,61.0,16242,7.96,7.89,5.02,3,3,2,natural,8080.597014925374,0.4,4848.358208955225,Luxury,5.1786,GIA,Luxury,132,9.695417325719395,1.1019400787607843,8.997344782346932,8.486601647124932,1
1.53,Ideal,H,SI1,61.1,57.0,10659,7.45,7.44,4.55,4,2,2,natural,6966.666666666667,0.4,4180.0,Premium,6.4286,AGS,Brick-and-Mortar,63,9.274253697719836,0.9282193027394289,8.849035679653673,8.338305731356565,1
1.5,Ideal,I,VS2,62.6,55.0,9408,7.39,7.31,4.6,4,1,3,natural,6272.0,0.4,3763.2,Premium,7.1429,GIA,Brick-and-Mortar,69,9.149421957006766,0.9162907318741551,8.744009988096742,8.233290634256464,1
0.3,Very Good,H,VS2,61.1,61.0,473,4.29,4.32,2.63,2,2,3,lab_grown,1576.6666666666667,0.73,425.70000000000005,Budget,4.6429,IGI,Brick-and-Mortar,9,6.161207321695077,0.26236426446749106,7.363702241238139,6.056081190193955,0
0.4,Ideal,H,SI1,62.2,55.0,1031,4.72,4.76,2.95,4,2,2,lab_grown,2577.5,0.73,695.9250000000001,Mid,6.4286,GIA,Online,20,6.939253946041508,0.33647223662121295,7.854963113491014,6.54667780095358,0
0.32,Premium,E,IF,61.6,58.0,1095,4.38,4.39,2.7,3,5,7,lab_grown,3421.875,0.73,923.9062500000001,Mid,8.75,IGI,Online,13,6.999422467507961,0.2776317365982795,8.138236120188845,6.829692381024679,0
0.9,Very Good,F,SI2,60.3,57.0,3519,6.27,6.34,3.8,2,4,1,natural,3910.0,0.4,2346.0,Mid,3.2143,GIA,Brick-and-Mortar,43,8.166216268592143,0.6418538861723948,8.271548374755515,7.760893195851024,1
1.56,Premium,H,VS2,62.4,58.0,10331,7.44,7.39,4.63,3,2,3,natural,6622.4358974358975,0.4,3973.461538461538,Premium,5.8929,IGI,Brick-and-Mortar,89,9.243001154215731,0.9400072584914712,8.798369532027495,8.287644555890369,1
1.55,Ideal,G,SI2,60.7,55.0,9530,7.54,7.51,4.57,4,3,1,natural,6148.387096774193,0.4,3689.0322580645156,Premium,5.7143,GIA,Luxury,80,9.162304922937626,0.9360933591703348,8.724107696773162,8.213390479019266,1
0.54,Premium,D,VS2,61.7,58.0,1993,5.24,5.16,3.21,3,6,3,natural,3690.7407407407404,0.4,2214.4444444444443,Mid,5.8929,IGI,Online,56,7.597897950521784,0.43178241642553783,8.213853371255862,7.70320831447068,1
0.33,Ideal,F,VVS1,60.6,57.0,880,4.51,4.53,2.74,4,4,6,lab_grown,2666.6666666666665,0.73,720.0,Budget,9.2857,AGS,Online,13,6.78105762593618,0.2851789422336624,7.888959461698937,6.580639137284949,0
2.01,Ideal,G,SI2,63.0,56.0,13498,7.98,7.9,5.0,4,3,1,natural,6715.42288557214,0.4,4029.253731343284,Luxury,5.7143,GIA,Luxury,114,9.510370887608827,1.1019400787607843,8.812310983096003,8.30158461358988,1
1.22,Premium,H,SI1,62.0,58.0,6620,6.81,6.76,4.21,3,2,2,natural,5426.229508196721,0.4,3255.7377049180327,Premium,5.1786,GIA,Brick-and-Mortar,75,8.798001694924846,0.7975071958841881,8.599184063236779,8.08848126930933,1
2.21,Premium,G,SI2,60.7,62.0,15970,8.48,8.42,5.13,3,3,1,natural,7226.244343891402,0.4,4335.746606334841,Luxury,4.4643,GIA,Luxury,112,9.67852985665631,1.1662709371419244,8.885613100576032,8.374879716104713,1
1.01,Premium,G,VS1,62.6,59.0,6499,6.38,6.43,4.01,3,3,4,natural,6434.653465346534,0.4,3860.7920792079203,Premium,6.6071,GIA,Online,77,8.779557455883728,0.6981347220709844,8.769608663490915,8.258886623944115,1
1.09,Premium,H,SI2,62.5,58.0,4639,6.61,6.55,4.11,3,2,1,natural,4255.963302752293,0.4,2553.577981651376,Mid,4.4643,GIA,Online,45,8.442469645220301,0.7371640659767197,8.356311345342862,7.84564231547319,1
0.3,Premium,H,VVS2,62.0,58.0,605,4.3,4.35,2.68,3,2,5,lab_grown,2016.6666666666667,0.73,544.5,Budget,7.3214,IGI,Online,8,6.406879986069314,0.26236426446749106,7.609697007223578,6.301702805273125,0
1.02,Ideal,H,SI1,62.5,57.0,4746,6.41,6.46,4.02,4,2,2,natural,4652.941176470588,0.4,2791.7647058823527,Mid,6.4286,AGS,Online,37,8.465268118551318,0.7030975114131134,8.445469704433538,7.934787318172427,1
1.0,Good,D,VVS2,60.2,62.0,8374,6.42,6.46,3.88,1,6,5,natural,8374.0,0.4,5024.4,Premium,4.8214,GIA,Luxury,68,9.033006356693267,0.6931471805599453,9.033006356693267,8.522260331749257,1
0.83,Ideal,F,SI1,61.8,55.0,4009,6.01,6.06,3.73,4,4,2,natural,4830.120481927711,0.4,2898.0722891566265,Mid,6.4286,GIA,Online,53,8.296546520300614,0.6043159668533296,8.482833703578494,7.9721460645047335,1
0.32,Ideal,G,VS1,61.2,56.0,645,4.39,4.43,2.7,4,3,4,lab_grown,2015.625,0.73,544.21875,Budget,7.8571,IGI,Online,14,6.470799503782602,0.2776317365982795,7.609180600986308,6.301187090280175,0
0.45,Ideal,G,SI1,62.0,54.0,852,4.95,4.98,3.08,4,3,2,lab_grown,1893.3333333333333,0.73,511.2,Budget,6.4286,GIA,Online,19,6.748759547491679,0.37156355643248307,7.546622252629012,6.238715173765425,0
0.38,Ideal,I,VS1,61.5,53.9,703,4.66,4.7,2.89,4,1,4,lab_grown,1850.0,0.73,499.50000000000006,Budget,7.8571,AGS,Online,19,6.556778356158042,0.32208349916911333,7.523481312573497,6.215607598755275,0
1.07,Ideal,H,SI2,59.2,57.0,4434,6.7,6.64,3.95,4,2,1,natural,4143.92523364486,0.4,2486.355140186916,Mid,5.7143,GIA,Brick-and-Mortar,44,8.39728289474368,0.7275486072772778,8.32964002968533,7.818975232236281,1
2.01,Good,F,I1,64.0,56.0,6686,7.93,7.91,5.07,1,4,0,lab_grown,3326.3681592039807,0.73,898.1194029850749,Premium,1.25,IGI,Brick-and-Mortar,29,8.80792062205398,1.1019400787607843,8.109936927907746,6.801415843210631,0
0.3,Ideal,H,SI1,62.9,57.0,540,4.29,4.26,2.69,4,2,2,lab_grown,1800.0,0.73,486.00000000000006,Budget,6.4286,IGI,Online,4,6.293419278846481,0.26236426446749106,7.496097345175956,6.18826412308259,0
0.5,Very Good,H,VS2,62.3,57.0,1337,5.03,5.12,3.16,2,2,3,lab_grown,2674.0,0.73,721.98,Mid,4.6429,AGS,Brick-and-Mortar,20,7.198931240688173,0.4054651081081644,7.891704659330107,6.583381559258861,0
0.57,Ideal,G,VS1,62.0,55.0,1851,5.29,5.35,3.3,4,3,4,lab_grown,3247.3684210526317,0.73,876.7894736842106,Mid,7.8571,IGI,Online,15,7.524021415206125,0.4510756193602167,8.0859081249759,6.7774067854804905,0
0.53,Premium,E,VS2,59.6,58.0,2061,5.36,5.32,3.18,3,5,3,natural,3888.6792452830186,0.4,2333.2075471698113,Mid,5.8929,AGS,Brick-and-Mortar,41,7.631431664576906,0.4252677354043441,8.266081976987346,7.755427732273434,1
0.7,Very Good,H,SI1,63.4,61.0,2176,5.62,5.58,3.55,2,2,2,lab_grown,3108.571428571429,0.73,839.3142857142858,Mid,3.9286,IGI,Brick-and-Mortar,15,7.685703061234547,0.5306282510621704,8.042240191359523,6.733775971520693,0
0.35,Ideal,G,IF,61.1,56.0,1044,4.54,4.59,2.79,4,3,7,lab_grown,2982.857142857143,0.73,805.3714285714287,Mid,10.0,IGI,Brick-and-Mortar,17,6.951772164398911,0.30010459245033805,8.000972085800004,6.692544465850415,0
0.71,Ideal,D,VS2,62.7,57.0,3212,5.7,5.75,3.59,4,6,3,natural,4523.943661971831,0.4,2714.3661971830984,Mid,7.1429,GIA,Brick-and-Mortar,47,8.074960359115858,0.5364933705145685,8.417360405663555,7.906682102529773,1
2.06,Good,J,SI1,64.1,56.0,11854,8.09,7.97,5.15,1,0,2,natural,5754.368932038835,0.4,3452.6213592233007,Premium,2.6786,GIA,Luxury,80,9.380504998499505,1.1184149159642893,8.657888425450318,8.147178628847838,1
0.38,Ideal,E,VVS2,62.0,57.0,1100,4.61,4.62,2.86,4,5,5,lab_grown,2894.7368421052633,0.73,781.5789473684212,Mid,8.5714,IGI,Online,20,7.00397413672268,0.32208349916911333,7.970994879937939,6.662594808530783,0
0.72,Premium,G,VS1,61.7,59.0,2685,5.71,5.66,3.51,3,3,4,natural,3729.166666666667,0.4,2237.5,Mid,6.6071,GIA,Online,52,7.895808377083183,0.5423242908253616,8.224208194392075,7.71356127768102,1
0.36,Premium,D,SI1,59.6,58.0,663,4.61,4.65,2.76,3,6,2,lab_grown,1841.6666666666667,0.73,497.25000000000006,Budget,5.1786,IGI,Brick-and-Mortar,16,6.498282149476434,0.3074846997479606,7.518969076779396,6.211101959092904,0
0.5,Ideal,F,VVS1,62.6,53.1,2145,5.08,5.11,3.19,4,4,6,natural,4290.0,0.4,2574.0,Mid,9.2857,GIA,Online,43,7.671360923190644,0.4054651081081644,8.364275084991524,7.853604813097837,1
0.56,Ideal,I,IF,61.9,54.0,1689,5.29,5.34,3.29,4,1,7,lab_grown,3016.0714285714284,0.73,814.3392857142858,Mid,10.0,GIA,Online,11,7.432483807917119,0.44468582126144574,8.012041914242221,6.703604328101361,0
1.53,Very Good,J,VS1,59.5,60.0,7677,7.55,7.65,4.52,2,0,4,natural,5017.64705882353,0.4,3010.5882352941176,Premium,5.3571,GIA,Online,73,8.946114375560743,0.9282193027394289,8.520915666166859,8.010222871504702,1
1.01,Very Good,G,VS2,62.5,59.0,6204,6.34,6.37,3.97,2,3,3,natural,6142.574257425743,0.4,3685.5445544554455,Premium,4.6429,GIA,Brick-and-Mortar,81,8.733110697638708,0.6981347220709844,8.723161978387786,8.212444863198376,1
1.01,Good,F,SI1,63.5,57.0,4549,6.29,6.33,4.01,1,4,2,natural,4503.960396039604,0.4,2702.3762376237623,Mid,2.6786,IGI,Online,55,8.422882511944996,0.6981347220709844,8.412934378891611,7.90225672919966,1
2.31,Premium,J,SI1,61.1,60.0,15323,8.58,8.51,5.22,3,0,2,natural,6633.333333333333,0.4,3979.9999999999995,Luxury,5.1786,AGS,Luxury,110,9.63717550582054,1.1969481893889715,8.80001346445111,8.289288323000317,1
0.21,Premium,D,VS2,61.6,59.0,386,3.82,3.78,2.34,3,6,3,lab_grown,1838.095238095238,0.73,496.28571428571433,Budget,5.8929,GIA,Brick-and-Mortar,16,5.958424693029782,0.1906203596086497,7.5170290112433795,6.209164738756126,0
0.36,Ideal,H,VVS1,61.8,56.0,794,4.6,4.63,2.85,4,2,6,lab_grown,2205.5555555555557,0.73,595.5000000000001,Budget,9.2857,IGI,Brick-and-Mortar,13,6.678342114654332,0.3074846997479606,7.699188006527946,6.391079241537971,0
1.07,Ideal,G,SI2,61.7,57.0,4421,6.55,6.59,4.05,4,3,1,natural,4131.77570093458,0.4,2479.0654205607475,Mid,5.7143,GIA,Online,42,8.394347361417392,0.7275486072772778,8.326704542759488,7.8160402180694675,1
0.31,Premium,H,SI1,62.7,58.0,558,4.34,4.31,2.71,3,2,2,lab_grown,1800.0,0.73,486.00000000000006,Budget,5.1786,GIA,Online,12,6.326149473155099,0.27002713721306015,7.496097345175956,6.18826412308259,0
0.31,Premium,I,VS2,59.8,60.0,435,4.38,4.42,2.63,3,1,3,lab_grown,1403.225806451613,0.73,378.8709677419355,Budget,5.8929,IGI,Online,11,6.077642243349034,0.27002713721306015,7.247241402459861,5.939831636483511,0
0.31,Premium,I,SI1,61.5,59.0,408,4.35,4.37,2.68,3,1,2,lab_grown,1316.1290322580646,0.73,355.3548387096775,Budget,5.1786,IGI,Online,8,6.013715156042802,0.27002713721306015,7.183209671323805,5.875926972387129,0
0.37,Good,F,VS2,63.3,56.0,746,4.56,4.63,2.91,1,4,3,lab_grown,2016.2162162162163,0.73,544.3783783783784,Budget,3.3929,AGS,Online,9,6.616065185132817,0.31481073984003355,7.609473729143199,6.30147982602166,0
2.01,Fair,G,SI2,56.2,63.0,12450,8.28,8.23,4.64,0,3,1,natural,6194.029850746269,0.4,3716.4179104477616,Luxury,0.7143,GIA,Luxury,129,9.429556219952413,1.1019400787607843,8.731502612574033,8.220784596166563,1
1.14,Ideal,G,SI2,62.3,56.0,6346,6.66,6.69,4.16,4,3,1,natural,5566.666666666667,0.4,3340.0,Premium,5.7143,IGI,Luxury,87,8.75573753930647,0.76080582903376,8.624731334321838,8.114025442356757,1
1.22,Premium,G,VS2,61.8,58.0,8213,6.84,6.91,4.25,3,3,3,natural,6731.9672131147545,0.4,4039.1803278688526,Premium,5.8929,GIA,Brick-and-Mortar,63,9.013595294516504,0.7975071958841881,8.814771218952963,8.304044605570159,1
0.3,Premium,H,VS2,62.9,59.0,608,4.3,4.26,2.69,3,2,3,lab_grown,2026.6666666666667,0.73,547.2,Budget,5.8929,IGI,Brick-and-Mortar,18,6.411818267709897,0.26236426446749106,7.614640985652596,6.306640183868685,0
0.52,Very Good,H,SI1,62.6,59.0,1161,5.06,5.13,3.19,2,2,2,lab_grown,2232.6923076923076,0.73,602.8269230769231,Mid,3.9286,IGI,Online,13,7.057897937411856,0.41871033485818504,7.711411238582096,6.403287605674029,0
0.41,Ideal,I,VS2,61.5,55.0,747,4.8,4.82,2.96,4,1,3,lab_grown,1821.9512195121952,0.73,491.92682926829275,Budget,7.1429,GIA,Online,18,6.617402977974478,0.3435897043900769,7.50821201596201,6.200360743693359,0
0.64,Premium,E,SI1,61.3,58.0,1811,5.57,5.53,3.4,3,5,2,lab_grown,2829.6875,0.73,764.015625,Mid,5.1786,IGI,Brick-and-Mortar,17,7.502186486602925,0.49469624183610705,7.948274893996064,6.639896258454553,0
1.16,Fair,G,SI2,60.1,60.0,4307,6.9,6.72,4.09,0,3,1,natural,3712.931034482759,0.4,2227.7586206896553,Mid,0.7143,IGI,Online,57,8.36822903827628,0.7701082216960736,8.219846172672597,7.709200037118117,1
1.53,Premium,H,SI2,62.5,59.0,8499,7.4,7.36,4.61,3,2,1,natural,5554.901960784314,0.4,3332.9411764705883,Premium,4.4643,IGI,Luxury,69,9.047821442478408,0.9282193027394289,8.622616058071376,8.111910419624973,1
0.55,Good,I,SI1,57.7,61.0,1089,5.37,5.34,3.09,1,1,2,lab_grown,1979.9999999999998,0.73,534.6,Mid,2.6786,IGI,Online,11,6.993932975223189,0.4382549309311553,7.591357046698551,6.283387613817017,0
0.3,Premium,G,VS1,60.0,60.0,776,4.33,4.3,2.59,3,3,4,lab_grown,2586.666666666667,0.73,698.4000000000001,Budget,6.6071,GIA,Online,12,6.655440350367647,0.26236426446749106,7.858511847737571,6.550222824629276,0
2.04,Very Good,I,VS2,60.3,59.0,17315,8.18,8.2,4.94,2,1,3,natural,8487.745098039215,0.4,5092.647058823529,Luxury,4.6429,GIA,Luxury,110,9.759386208561871,1.1118575154181303,9.046496458962274,8.535749367474244,1
0.72,Good,H,SI2,57.9,58.0,2056,5.98,5.91,3.44,1,2,1,lab_grown,2855.5555555555557,0.73,771.0000000000001,Mid,1.9643,IGI,Online,10,7.6290038896529575,0.5423242908253616,7.9573718267958204,6.648984550024776,0
0.71,Ideal,G,SI1,62.1,54.0,2513,5.72,5.77,3.57,4,3,2,natural,3539.43661971831,0.4,2123.6619718309857,Mid,6.4286,IGI,Online,46,7.829630389150193,0.5364933705145685,8.17200533742568,7.661367996625676,1
0.31,Ideal,D,SI1,62.1,56.0,571,4.33,4.37,2.7,4,6,2,lab_grown,1841.9354838709678,0.73,497.32258064516134,Budget,6.4286,IGI,Online,13,6.349138991379798,0.27002713721306015,7.519114951018556,6.2112476196232045,0
0.5,Premium,E,SI2,59.4,60.0,1181,5.21,5.16,3.08,3,5,1,lab_grown,2362.0,0.73,637.74,Mid,4.4643,AGS,Online,12,7.074963197966044,0.4054651081081644,7.767687277186908,6.459497485818065,0
0.7,Ideal,D,VVS2,60.7,57.0,5539,5.75,5.78,3.5,4,6,5,natural,7912.857142857143,0.4,4747.714285714285,Premium,8.5714,GIA,Brick-and-Mortar,89,8.61974977974133,0.5306282510621704,8.97637057058926,8.46562918369741,1
1.51,Fair,F,I1,67.5,56.0,3734,7.17,7.05,4.8,0,4,0,lab_grown,2472.8476821192053,0.73,667.6688741721855,Mid,0.0,GIA,Online,13,8.225503097566918,0.9202827531436926,7.813529983603242,6.505288981202537,0
1.0,Good,F,SI1,63.3,61.0,4712,6.29,6.31,3.99,1,4,2,natural,4712.0,0.4,2827.2,Mid,2.6786,GIA,Brick-and-Mortar,44,8.45807992692373,0.6931471805599453,8.45807992692373,7.947395745873676,1
1.5,Ideal,I,I1,61.8,57.0,5510,7.39,7.31,4.54,4,1,0,natural,3673.3333333333335,0.4,2204.0,Premium,5.0,IGI,Brick-and-Mortar,80,8.614501373883236,0.9162907318741551,8.209126989295205,7.6984827878809465,1
0.41,Ideal,D,VS1,61.6,55.0,921,4.79,4.82,2.96,4,6,4,lab_grown,2246.3414634146343,0.73,606.5121951219513,Budget,7.8571,IGI,Brick-and-Mortar,17,6.826545223556594,0.3435897043900769,7.717503224776413,6.409372249288035,0
0.7,Ideal,G,VS2,61.6,56.0,3451,5.7,5.73,3.52,4,3,3,natural,4930.0,0.4,2958.0,Mid,7.1429,GIA,Online,45,8.146709052203319,0.5306282510621704,8.503297086224126,7.99260665240021,1
0.52,Ideal,G,VS1,61.9,55.0,1722,5.16,5.18,3.2,4,3,4,lab_grown,3311.5384615384614,0.73,894.1153846153846,Mid,7.8571,GIA,Online,14,7.45182223652793,0.41871033485818504,8.105470081257549,6.796952631323183,0
0.51,Ideal,F,SI2,61.3,57.0,1146,5.16,5.19,3.17,4,4,1,lab_grown,2247.0588235294117,0.73,606.7058823529412,Mid,5.7143,GIA,Online,14,7.044905117129371,0.412109650826833,7.717822377721681,6.40969101879323,0
